,Name,Height,Place,Description
390,만수봉,983,"충청북도 제천시 한수면, 덕산면, 충주시 상모면",          
391,만수산,575,"충청남도 부여군 외산면, 보령시 미산면",          
392,만어산,670,경상남도 밀양시 삼랑진읍 우곡리,          
393,만연산,609,전라남도 화순군 화순읍,          
394,만인산,538,"대전광역시 동구, 충남 금산군 부추면ㆍ복수면",          
395,만행산,909,전라북도 남원시,          
396,말목산,710,충청북도 단양군 적성면 하진리,          
397,망경대산,1088,강원도 영월군 하동면,          
398,망경산,385,"충청남도 천안시, 아산시",          
399,망덕봉,926,충청북도 제천시,          
400,망마산,140,전라남도 여수시,          망마산은 행정구역상 여수시 시전동에 위치하며  현재 여수시청 제 청사  맞은편에 있다  웅천도로 개설로 목부위가 절개되어 독산    이 되었고 서북편엔  개의 봉우리가  동남편으론  개의 산마루가 있어 웅천의 남촌마을과 도리매 지망이  동녕등 등을 안고 있으며 정상엔 팔각정이 세워졌다  예전 망마산에는    의 연병장과 약     정도의 말이 달리는 능선이 있었고  산의 중앙에 훈련대가 있었으나 지금은 시민의 공원화 작업으로 기단선만 있다  이 곳 망마산은 이충무공께서 기마병을 훈련 시켰던 장소이며 관망이 양호하여 해안으로부터 접근하는 적의 동태를 살피던 곳으로 지금은 시민들의 휴식공간과 체력을 단련한 장소로 이용되고 있다                    선소마을이 편히 기대고 있는 망마산은 기마병을 훈련시키던 곳이다  맑은 날이면 산꼭대기에서 남해 일대의 선박 출입이 한 눈에 조망되는 것으로 보아 당시 전망대 역할까지 했음을 짐작할 수 있다  산 정상에는 이충무공이 임진왜란시 수군과 기마병을 훈련시키면서 산정상에 꽂아둔 동백말채가 살아 자라고 있다 
401,망모산,155,전라남도 무안군 일로읍,          
402,망산,375,경남 거제시 일운면,          
403,망우산,282,"서울특별시 중랑구 망우동, 면목동, 구리시",          
404,망운산,785,"경남 남해군 서면 노구리, 남해읍 아산리 일원",      
405,망진산,172,경상남도 진주시,          시인근안에 있는 진주  대산 중 하나로 대체적으로 완만한 경사를 가지고 있으며  근처에 아파트 단지가 있어 주로 아파트 주민들이 자주 이용한다  아침 저녁 가벼운 등산의 개념으로 오르고 체육공원의 설치로 체력단련의 목적으로 많이 오르고있다 두개의 산 망진산 가좌산 이 이어져 있어 반나절코스로도 이용가능하다 진주시 인근의 어느산보다 진주시내의 정경을 깔끔하게 볼수있다  진주의 야경이 가장 멋있는 산이기도 하다  봉수대 유적을 가지고 있어 볼꺼리 또한 제공해준다            망경남동의 뒷마루에 있기 때문에 보통 망경산이라고도 부르는데 그 둘레에 약     의 토성지가 남아 있다  성터 안에 망경산 봉수대지      가 자리하고 있다 망경초등학교 뒤쪽비탈길을 따라 조금 오르면 약수터와 금선암이 있으며 또 이를 지나 계단으로 이어진 가파른 등산길을 오르면 산꼭대기에    중계소가 있다  그 옆에 시민들을 위한체육시설이 갖추어져 있어서 천전지구 인접 주민들의 조깅장소로 많이 이용되고 있다             망진산 봉수대는 진주와 진양 통합이후에 새롭게 복원되었는데 망진산 봉수대에서 바라본 시가지 전경은 진주 경의 하나로 신안 평거 지역을 중심으로 진주성을 조망할 수 있는 가장 좋은 곳으로 많은 사람들이 찾고 있다
406,망해봉,257,경상남도 산청군,          망해봉은 그다지 산세가 험하거나 해발이 높은 편이 아니다  따라서 산세를 논하기에는 부족함이 있다  그러나 유유히 흐르는 남강을 한눈에 바라 볼수 있고 날씨가 좋으면 저멀리 남해도 관망될 정도이며 산주변에 둘러져 있는 여러산들과 그리고 급외사 성철스님대종사생가   목화 시배유지  단성면 소재지  신등면 소재지 원지   대전 통영고속도로등 주변 경관들은 볼만하다 
407,매곡산,507,경기도 양평군 서종면,          
408,매봉,929,"경상북도 예천군 용문면 내지리, 사부리",          
409,매봉,865,"경기도 가평군 하면, 가평읍",          
410,매봉산,755,경상남도 밀양 삼량진,          
411,매봉산,1095,강원 영월 상동읍. 중동면,          
412,매봉산,806,"강원도 원주시 신림면, 영월군 수주면",          
413,매봉산,220,경상북도 구미시 고아읍 괴평리,          
414,매악산,335,경상북도 상주시 사벌면 매호리,          
415,매화산,954,강원도 원주시 소초면,          
416,매화산,1085,경상남도 합천군 가야면,          
417,맹현봉,1214,강원도 홍천군 내면,          
418,메두막봉,1100,충청북도 제천시,          
419,메밀봉,839,"충청북도 제천시 덕산면, 한수면",          
420,면봉산,1113,"경상북도 청송군 현동면 ·현서면, 경상북도 포항시 북구 죽장면",          
421,면산,1245,강원도 삼척시,          
422,면위산,780,충청북도 충주시 동량면,          
423,명덕산,329,충청남도 공주시,          산모양이 벌집꼭대기 멍덕과 같이 생겼다 하여 멍덕봉이라 부르다가 후에 명덕봉이라 부르게 되었다 
424,명봉산,599,강원도 원주시 문막,          
425,명성산,922,"강원도 철원군 갈말읍, 경기도 포천시 영북면ㆍ이동면",    황금빛 억새의 산        명성산 산자락에 걸쳐있는 산정호수와 더불어 명승지로서 유명하다   울음산 을 뜻하는 명성산     이란 이름은 궁예가 자신의 부하였던 고려 태조 왕건에서 패한 후 이곳으로 피신와 크게 울었다는 전설에서 비롯되었다  그리하여 명성산 산자락에는 궁예봉을 비롯해 궁예가 도망쳤다는 패주골  왕건의 군사가 쫓아오는 것을 살피던 곳이라 하려 이름 붙여진 망무봉 등  명성산 곳곳에는 궁예의 전설이 아직 남아 있다     경기도 포천과 강원도 철원에 걸쳐 빚어진 명성산은 궁예왕굴을 비롯하여 자인사  책바위  등룡폭포 등의 경치가 뛰어난 곳이 많다  특히 정상과 연결된 능선은 억새군락지를 이루고 있어 포천시에서는 매년   월 둘째주 토  일 양일간 억새축제를 열고 있다 
426,명지산,1252,경기도 가평군 북면ㆍ하면,    수더분하나 깊은 맛이 있다        명지산은 하늘금 이쁜 명산은 아니지만 높고 깊은 맛이 있다  경기도에서 가장 산이 많고 지대가 높은 가평군에 자리한 제 봉이기 때문이다  특히 남쪽의 청우산        에서 시작  대금산          매봉          연인산       을 거쳐 올라오는   리 능선길은 적설기 종주코스로 호   가 나있다  이 능선은 북서계절풍을 가로막는 첫     미터 전후 산줄기다      동쪽의 익근리계곡을  자로 둘러싸는 산세여서 그쪽으로 등산로가 발달해 있다  서쪽은 귀목고개에서 상판리로 향하거나 귀목봉        너머 강씨봉고개에서 포천 일동으로 내려가게 돼있다  그만큼 연계 교통이 불편한 까닭에 찾는 이들이 적어 호젓한 잇점은 있다  봄철 나물산행의 적지다      명지산행의 백미는 정상부에서 보는 산국    의 파노라마다  사방이 산으로 둘러싸인 절해고도 같은 막막함을 경기도에서 유일하게 경험할 수 있다         나 되는 익근리계곡은 여름철 물놀이하기에 좋다  가을 단풍도 이름이 있다  육산이라 언뜻 수더분한 인상이지만 산이 크니 그만한 값은 한다 
427,모락산,385,"경기도 의왕시 오전동, 내손동",          
428,모산봉,104,강원도 강릉시,          모산봉은 강원도 강릉시 강남동에 위치한 산으로 해발      이다 산세는 비교적 완만하고 소나무 숲으로 이루어져 있으며 정상부에서는 매년 해맞이 행사가 열리고 있다 주 노선은 인근 아파트 단지에서 강남동까지      정도 나오며 벤치시설  운동기구등이 곳곳에 설치되어 있으며 야간 이용자들의 편의를 위하여 가로등까지 설치되어 사계절 모두 이용가능한 등산로이다 이산은 강릉의 안산으로 조선중종때 강릉부사 한급이 강릉에서 큰인물이 나는것을 두려워하여 모산봉 정상꼭대기를 세자세치 깍아 내렸다 한다  이에 따라 한급이 낮춘 봉우리를 원상복구하고 옛정기를 되찾고자 복원운동을 별여     년  월   일에   만여명의 동참으로   톤 트럭   대분의 흙을 자루에 담아 나르는 노력으로 원래의 높이를 되찾게 되었다 
429,모악산,795,전라북도 김제시 금산면ㆍ전주시 완산구ㆍ완주군 구이면,    증산교 낳은 마름모꼴 산릉의 어머니산        이름처럼 포근한 어머니산이다  안으로 들어가보면 안다  구성산          청도재  상봉  안덕봉      을 잇는 마름모꼴 산릉이 물  불  바람 삼재    를 막아주는 형세다  이런 까닭에 강증산은 동학 난리 끝의 어수선한 상황에서 민중의 상처를 쓰다듬어주는 증산교를 창시할 수 있었다      마름모꼴 가운데는 금산사가 있다  국보 하나에다 보물을 무려 여덟이나 품었다  모악산이 삼재불입지지임을 증명하는 절이다      아름드리 벚나무 도열한 산사로 가는 길 들머리에는 일주문이 아니라 웬 성문이 길을 막고있다  큰 마름모 안 가장 깊숙한 곳에 있는 작은 마름모의 꼭지점이다  그렇게 경내로 들어가 바라보는 국보 미륵전  그 안의 대불    은   불쌍한 중생들이여    억년 뒤 나와 함께 환생하리라   말하고있다      방등계단 위의 보물 석탑은 백제표  층탑이지만 풍기는 맛은 신라 감은사지탑 같은 힘참이다  상봉을 향하는 산길은 온통 시누대밭이다  화살 곳간  이런 뒷배가 있었기에 동학농민군은 안통의 물을 모두 모아 흐르는 금산천 원평들에서 부나비처럼 산화할 수 있었다 
